id,ide,E,ƒË
193,193,210000,0.3
194,194,210000,0.3
195,195,210000,0.3
196,196,210000,0.3
197,197,210000,0.3
198,198,210000,0.3
199,199,210000,0.3
200,200,210000,0.3
201,201,210000,0.3
202,202,210000,0.3
203,203,210000,0.3
204,204,210000,0.3
205,205,210000,0.3
206,206,210000,0.3
207,207,210000,0.3
208,208,210000,0.3
209,209,210000,0.3
210,210,210000,0.3
211,211,210000,0.3
212,212,210000,0.3
213,213,210000,0.3
214,214,210000,0.3
215,215,210000,0.3
216,216,210000,0.3
217,217,210000,0.3
218,218,210000,0.3
219,219,210000,0.3
220,220,210000,0.3
221,221,210000,0.3
222,222,210000,0.3
223,223,210000,0.3
224,224,210000,0.3
225,225,210000,0.3
226,226,210000,0.3
227,227,210000,0.3
228,228,210000,0.3
229,229,210000,0.3
230,230,210000,0.3
231,231,210000,0.3
232,232,210000,0.3
233,233,210000,0.3
234,234,210000,0.3
235,235,210000,0.3
236,236,210000,0.3
237,237,210000,0.3
238,238,210000,0.3
239,239,210000,0.3
240,240,210000,0.3
241,241,210000,0.3
242,242,210000,0.3
243,243,210000,0.3
244,244,210000,0.3
245,245,210000,0.3
246,246,210000,0.3
247,247,210000,0.3
248,248,210000,0.3
249,249,210000,0.3
250,250,210000,0.3
251,251,210000,0.3
252,252,210000,0.3
253,253,210000,0.3
254,254,210000,0.3
255,255,210000,0.3
256,256,210000,0.3
257,257,210000,0.3
258,258,210000,0.3
259,259,210000,0.3
260,260,210000,0.3
261,261,210000,0.3
262,262,210000,0.3
263,263,210000,0.3
264,264,210000,0.3
265,265,210000,0.3
266,266,210000,0.3
267,267,210000,0.3
268,268,210000,0.3
269,269,210000,0.3
270,270,210000,0.3
271,271,210000,0.3
272,272,210000,0.3
273,273,210000,0.3
274,274,210000,0.3
275,275,210000,0.3
276,276,210000,0.3
277,277,210000,0.3
278,278,210000,0.3
279,279,210000,0.3
280,280,210000,0.3
281,281,210000,0.3
282,282,210000,0.3
283,283,210000,0.3
284,284,210000,0.3
285,285,210000,0.3
286,286,210000,0.3
287,287,210000,0.3
288,288,210000,0.3
289,289,210000,0.3
290,290,210000,0.3
291,291,210000,0.3
292,292,210000,0.3
293,293,210000,0.3
294,294,210000,0.3
295,295,210000,0.3
296,296,210000,0.3
297,297,210000,0.3
298,298,210000,0.3
299,299,210000,0.3
300,300,210000,0.3
301,301,210000,0.3
302,302,210000,0.3
303,303,210000,0.3
304,304,210000,0.3
305,305,210000,0.3
306,306,210000,0.3
307,307,210000,0.3
308,308,210000,0.3
309,309,210000,0.3
310,310,210000,0.3
311,311,210000,0.3
312,312,210000,0.3
313,313,210000,0.3
314,314,210000,0.3
315,315,210000,0.3
316,316,210000,0.3
317,317,210000,0.3
318,318,210000,0.3
319,319,210000,0.3
320,320,210000,0.3
321,321,210000,0.3
322,322,210000,0.3
323,323,210000,0.3
324,324,210000,0.3
325,325,210000,0.3
326,326,210000,0.3
327,327,210000,0.3
328,328,210000,0.3
329,329,210000,0.3
330,330,210000,0.3
331,331,210000,0.3
332,332,210000,0.3
333,333,210000,0.3
334,334,210000,0.3
335,335,210000,0.3
336,336,210000,0.3
337,337,210000,0.3
338,338,210000,0.3
339,339,210000,0.3
340,340,210000,0.3
341,341,210000,0.3
342,342,210000,0.3
343,343,210000,0.3
344,344,210000,0.3
345,345,210000,0.3
346,346,210000,0.3
347,347,210000,0.3
348,348,210000,0.3
349,349,210000,0.3
350,350,210000,0.3
351,351,210000,0.3
352,352,210000,0.3
353,353,210000,0.3
354,354,210000,0.3
355,355,210000,0.3
356,356,210000,0.3
357,357,210000,0.3
358,358,210000,0.3
359,359,210000,0.3
360,360,210000,0.3
361,361,210000,0.3
362,362,210000,0.3
363,363,210000,0.3
364,364,210000,0.3
365,365,210000,0.3
366,366,210000,0.3
367,367,210000,0.3
368,368,210000,0.3
369,369,210000,0.3
370,370,210000,0.3
371,371,210000,0.3
372,372,210000,0.3
373,373,210000,0.3
374,374,210000,0.3
375,375,210000,0.3
376,376,210000,0.3
377,377,210000,0.3
378,378,210000,0.3
379,379,210000,0.3
380,380,210000,0.3
381,381,210000,0.3
382,382,210000,0.3
383,383,210000,0.3
384,384,210000,0.3
385,385,210000,0.3
386,386,210000,0.3
387,387,210000,0.3
388,388,210000,0.3
389,389,210000,0.3
390,390,210000,0.3
391,391,210000,0.3
392,392,210000,0.3
393,393,210000,0.3
394,394,210000,0.3
395,395,210000,0.3
396,396,210000,0.3
397,397,210000,0.3
398,398,210000,0.3
399,399,210000,0.3
400,400,210000,0.3
401,401,210000,0.3
402,402,210000,0.3
403,403,210000,0.3
404,404,210000,0.3
405,405,210000,0.3
406,406,210000,0.3
407,407,210000,0.3
408,408,210000,0.3
409,409,210000,0.3
410,410,210000,0.3
411,411,210000,0.3
412,412,210000,0.3
413,413,210000,0.3
414,414,210000,0.3
415,415,210000,0.3
416,416,210000,0.3
417,417,210000,0.3
418,418,210000,0.3
419,419,210000,0.3
420,420,210000,0.3
421,421,210000,0.3
422,422,210000,0.3
423,423,210000,0.3
424,424,210000,0.3
425,425,210000,0.3
426,426,210000,0.3
427,427,210000,0.3
428,428,210000,0.3
429,429,210000,0.3
430,430,210000,0.3
431,431,210000,0.3
432,432,210000,0.3
433,433,210000,0.3
434,434,210000,0.3
435,435,210000,0.3
436,436,210000,0.3
437,437,210000,0.3
438,438,210000,0.3
439,439,210000,0.3
440,440,210000,0.3
441,441,210000,0.3
442,442,210000,0.3
443,443,210000,0.3
444,444,210000,0.3
445,445,210000,0.3
446,446,210000,0.3
447,447,210000,0.3
448,448,210000,0.3
449,449,210000,0.3
450,450,210000,0.3
451,451,210000,0.3
452,452,210000,0.3
453,453,210000,0.3
454,454,210000,0.3
455,455,210000,0.3
456,456,210000,0.3
457,457,210000,0.3
458,458,210000,0.3
459,459,210000,0.3
460,460,210000,0.3
461,461,210000,0.3
462,462,210000,0.3
463,463,210000,0.3
464,464,210000,0.3
465,465,210000,0.3
466,466,210000,0.3
467,467,210000,0.3
468,468,210000,0.3
469,469,210000,0.3
470,470,210000,0.3
471,471,210000,0.3
472,472,210000,0.3
473,473,210000,0.3
474,474,210000,0.3
475,475,210000,0.3
476,476,210000,0.3
477,477,210000,0.3
478,478,210000,0.3
479,479,210000,0.3
480,480,210000,0.3
481,481,210000,0.3
482,482,210000,0.3
483,483,210000,0.3
484,484,210000,0.3
485,485,210000,0.3
486,486,210000,0.3
487,487,210000,0.3
488,488,210000,0.3
489,489,210000,0.3
490,490,210000,0.3
491,491,210000,0.3
492,492,210000,0.3
493,493,210000,0.3
494,494,210000,0.3
495,495,210000,0.3
496,496,210000,0.3
497,497,210000,0.3
498,498,210000,0.3
499,499,210000,0.3
500,500,210000,0.3
501,501,210000,0.3
502,502,210000,0.3
503,503,210000,0.3
504,504,210000,0.3
505,505,210000,0.3
506,506,210000,0.3
507,507,210000,0.3
508,508,210000,0.3
509,509,210000,0.3
510,510,210000,0.3
511,511,210000,0.3
512,512,210000,0.3
513,513,210000,0.3
514,514,210000,0.3
515,515,210000,0.3
516,516,210000,0.3
517,517,210000,0.3
518,518,210000,0.3
519,519,210000,0.3
520,520,210000,0.3
521,521,210000,0.3
522,522,210000,0.3
523,523,210000,0.3
524,524,210000,0.3
525,525,210000,0.3
526,526,210000,0.3
527,527,210000,0.3
528,528,210000,0.3
529,529,210000,0.3
530,530,210000,0.3
531,531,210000,0.3
532,532,210000,0.3
533,533,210000,0.3
534,534,210000,0.3
535,535,210000,0.3
536,536,210000,0.3
537,537,210000,0.3
538,538,210000,0.3
539,539,210000,0.3
540,540,210000,0.3
541,541,210000,0.3
542,542,210000,0.3
543,543,210000,0.3
544,544,210000,0.3
545,545,210000,0.3
546,546,210000,0.3
547,547,210000,0.3
548,548,210000,0.3
549,549,210000,0.3
550,550,210000,0.3
551,551,210000,0.3
552,552,210000,0.3
553,553,210000,0.3
554,554,210000,0.3
555,555,210000,0.3
556,556,210000,0.3
557,557,210000,0.3
558,558,210000,0.3
559,559,210000,0.3
560,560,210000,0.3
561,561,210000,0.3
562,562,210000,0.3
563,563,210000,0.3
564,564,210000,0.3
565,565,210000,0.3
566,566,210000,0.3
567,567,210000,0.3
568,568,210000,0.3
569,569,210000,0.3
570,570,210000,0.3
571,571,210000,0.3
572,572,210000,0.3
573,573,210000,0.3
574,574,210000,0.3
575,575,210000,0.3
576,576,210000,0.3
577,577,210000,0.3
578,578,210000,0.3
579,579,210000,0.3
580,580,210000,0.3
581,581,210000,0.3
582,582,210000,0.3
583,583,210000,0.3
584,584,210000,0.3
585,585,210000,0.3
586,586,210000,0.3
587,587,210000,0.3
588,588,210000,0.3
589,589,210000,0.3
590,590,210000,0.3
591,591,210000,0.3
592,592,210000,0.3
593,593,210000,0.3
594,594,210000,0.3
595,595,210000,0.3
596,596,210000,0.3
597,597,210000,0.3
598,598,210000,0.3
599,599,210000,0.3
600,600,210000,0.3
601,601,210000,0.3
602,602,210000,0.3
603,603,210000,0.3
604,604,210000,0.3
605,605,210000,0.3
606,606,210000,0.3
607,607,210000,0.3
608,608,210000,0.3
609,609,210000,0.3
610,610,210000,0.3
611,611,210000,0.3
612,612,210000,0.3
613,613,210000,0.3
614,614,210000,0.3
615,615,210000,0.3
616,616,210000,0.3
617,617,210000,0.3
618,618,210000,0.3
619,619,210000,0.3
620,620,210000,0.3
621,621,210000,0.3
622,622,210000,0.3
623,623,210000,0.3
624,624,210000,0.3
625,625,210000,0.3
626,626,210000,0.3
627,627,210000,0.3
628,628,210000,0.3
629,629,210000,0.3
630,630,210000,0.3
631,631,210000,0.3
632,632,210000,0.3
633,633,210000,0.3
634,634,210000,0.3
635,635,210000,0.3
636,636,210000,0.3
637,637,210000,0.3
638,638,210000,0.3
639,639,210000,0.3
640,640,210000,0.3
641,641,210000,0.3
642,642,210000,0.3
643,643,210000,0.3
644,644,210000,0.3
645,645,210000,0.3
646,646,210000,0.3
647,647,210000,0.3
648,648,210000,0.3
649,649,210000,0.3
650,650,210000,0.3
651,651,210000,0.3
652,652,210000,0.3
653,653,210000,0.3
654,654,210000,0.3
655,655,210000,0.3
656,656,210000,0.3
657,657,210000,0.3
658,658,210000,0.3
659,659,210000,0.3
660,660,210000,0.3
661,661,210000,0.3
662,662,210000,0.3
663,663,210000,0.3
664,664,210000,0.3
665,665,210000,0.3
666,666,210000,0.3
667,667,210000,0.3
668,668,210000,0.3
669,669,210000,0.3
670,670,210000,0.3
671,671,210000,0.3
672,672,210000,0.3
673,673,210000,0.3
674,674,210000,0.3
675,675,210000,0.3
676,676,210000,0.3
677,677,210000,0.3
678,678,210000,0.3
679,679,210000,0.3
680,680,210000,0.3
681,681,210000,0.3
682,682,210000,0.3
683,683,210000,0.3
684,684,210000,0.3
685,685,210000,0.3
686,686,210000,0.3
687,687,210000,0.3
688,688,210000,0.3
689,689,210000,0.3
690,690,210000,0.3
691,691,210000,0.3
692,692,210000,0.3
693,693,210000,0.3
694,694,210000,0.3
695,695,210000,0.3
696,696,210000,0.3
697,697,210000,0.3
698,698,210000,0.3
699,699,210000,0.3
700,700,210000,0.3
701,701,210000,0.3
702,702,210000,0.3
703,703,210000,0.3
704,704,210000,0.3
705,705,210000,0.3
706,706,210000,0.3
707,707,210000,0.3
708,708,210000,0.3
709,709,210000,0.3
710,710,210000,0.3
711,711,210000,0.3
712,712,210000,0.3
713,713,210000,0.3
714,714,210000,0.3
715,715,210000,0.3
716,716,210000,0.3
717,717,210000,0.3
718,718,210000,0.3
719,719,210000,0.3
720,720,210000,0.3
721,721,210000,0.3
722,722,210000,0.3
723,723,210000,0.3
724,724,210000,0.3
725,725,210000,0.3
726,726,210000,0.3
727,727,210000,0.3
728,728,210000,0.3
729,729,210000,0.3
730,730,210000,0.3
731,731,210000,0.3
732,732,210000,0.3
733,733,210000,0.3
734,734,210000,0.3
735,735,210000,0.3
736,736,210000,0.3
737,737,210000,0.3
738,738,210000,0.3
739,739,210000,0.3
740,740,210000,0.3
741,741,210000,0.3
742,742,210000,0.3
743,743,210000,0.3
744,744,210000,0.3
745,745,210000,0.3
746,746,210000,0.3
747,747,210000,0.3
748,748,210000,0.3
749,749,210000,0.3
750,750,210000,0.3
751,751,210000,0.3
752,752,210000,0.3
753,753,210000,0.3
754,754,210000,0.3
755,755,210000,0.3
756,756,210000,0.3
757,757,210000,0.3
758,758,210000,0.3
759,759,210000,0.3
760,760,210000,0.3
761,761,210000,0.3
762,762,210000,0.3
763,763,210000,0.3
764,764,210000,0.3
765,765,210000,0.3
766,766,210000,0.3
767,767,210000,0.3
768,768,210000,0.3
769,769,210000,0.3
770,770,210000,0.3
771,771,210000,0.3
772,772,210000,0.3
773,773,210000,0.3
774,774,210000,0.3
775,775,210000,0.3
776,776,210000,0.3
777,777,210000,0.3
778,778,210000,0.3
779,779,210000,0.3
780,780,210000,0.3
781,781,210000,0.3
782,782,210000,0.3
783,783,210000,0.3
784,784,210000,0.3
785,785,210000,0.3
786,786,210000,0.3
787,787,210000,0.3
788,788,210000,0.3
789,789,210000,0.3
790,790,210000,0.3
791,791,210000,0.3
792,792,210000,0.3
793,793,210000,0.3
794,794,210000,0.3
795,795,210000,0.3
796,796,210000,0.3
797,797,210000,0.3
798,798,210000,0.3
799,799,210000,0.3
800,800,210000,0.3
801,801,210000,0.3
802,802,210000,0.3
803,803,210000,0.3
804,804,210000,0.3
805,805,210000,0.3
806,806,210000,0.3
807,807,210000,0.3
808,808,210000,0.3
809,809,210000,0.3
810,810,210000,0.3
811,811,210000,0.3
812,812,210000,0.3
813,813,210000,0.3
814,814,210000,0.3
815,815,210000,0.3
816,816,210000,0.3
817,817,210000,0.3
818,818,210000,0.3
819,819,210000,0.3
820,820,210000,0.3
821,821,210000,0.3
822,822,210000,0.3
823,823,210000,0.3
824,824,210000,0.3
825,825,210000,0.3
826,826,210000,0.3
827,827,210000,0.3
828,828,210000,0.3
829,829,210000,0.3
830,830,210000,0.3
831,831,210000,0.3
832,832,210000,0.3
833,833,210000,0.3
834,834,210000,0.3
835,835,210000,0.3
836,836,210000,0.3
837,837,210000,0.3
838,838,210000,0.3
839,839,210000,0.3
840,840,210000,0.3
841,841,210000,0.3
842,842,210000,0.3
843,843,210000,0.3
844,844,210000,0.3
845,845,210000,0.3
846,846,210000,0.3
847,847,210000,0.3
848,848,210000,0.3
849,849,210000,0.3
850,850,210000,0.3
851,851,210000,0.3
852,852,210000,0.3
853,853,210000,0.3
854,854,210000,0.3
855,855,210000,0.3
856,856,210000,0.3
857,857,210000,0.3
858,858,210000,0.3
859,859,210000,0.3
860,860,210000,0.3
861,861,210000,0.3
862,862,210000,0.3
863,863,210000,0.3
864,864,210000,0.3
865,865,210000,0.3
866,866,210000,0.3
867,867,210000,0.3
868,868,210000,0.3
869,869,210000,0.3
870,870,210000,0.3
871,871,210000,0.3
872,872,210000,0.3
873,873,210000,0.3
874,874,210000,0.3
875,875,210000,0.3
876,876,210000,0.3
877,877,210000,0.3
878,878,210000,0.3
879,879,210000,0.3
880,880,210000,0.3
881,881,210000,0.3
882,882,210000,0.3
883,883,210000,0.3
884,884,210000,0.3
885,885,210000,0.3
886,886,210000,0.3
887,887,210000,0.3
888,888,210000,0.3
889,889,210000,0.3
890,890,210000,0.3
891,891,210000,0.3
892,892,210000,0.3
893,893,210000,0.3
894,894,210000,0.3
895,895,210000,0.3
896,896,210000,0.3
897,897,210000,0.3
898,898,210000,0.3
899,899,210000,0.3
900,900,210000,0.3
901,901,210000,0.3
902,902,210000,0.3
903,903,210000,0.3
904,904,210000,0.3
905,905,210000,0.3
906,906,210000,0.3
907,907,210000,0.3
908,908,210000,0.3
909,909,210000,0.3
910,910,210000,0.3
911,911,210000,0.3
912,912,210000,0.3
913,913,210000,0.3
914,914,210000,0.3
915,915,210000,0.3
916,916,210000,0.3
917,917,210000,0.3
918,918,210000,0.3
919,919,210000,0.3
920,920,210000,0.3
921,921,210000,0.3
922,922,210000,0.3
923,923,210000,0.3
924,924,210000,0.3
925,925,210000,0.3
926,926,210000,0.3
927,927,210000,0.3
928,928,210000,0.3
929,929,210000,0.3
930,930,210000,0.3
931,931,210000,0.3
932,932,210000,0.3
933,933,210000,0.3
934,934,210000,0.3
935,935,210000,0.3
936,936,210000,0.3
937,937,210000,0.3
938,938,210000,0.3
939,939,210000,0.3
940,940,210000,0.3
941,941,210000,0.3
942,942,210000,0.3
943,943,210000,0.3
944,944,210000,0.3
945,945,210000,0.3
946,946,210000,0.3
947,947,210000,0.3
948,948,210000,0.3
949,949,210000,0.3
950,950,210000,0.3
951,951,210000,0.3
952,952,210000,0.3
953,953,210000,0.3
954,954,210000,0.3
955,955,210000,0.3
956,956,210000,0.3
957,957,210000,0.3
958,958,210000,0.3
959,959,210000,0.3
960,960,210000,0.3
961,961,210000,0.3
962,962,210000,0.3
963,963,210000,0.3
964,964,210000,0.3
965,965,210000,0.3
966,966,210000,0.3
967,967,210000,0.3
968,968,210000,0.3
969,969,210000,0.3
970,970,210000,0.3
971,971,210000,0.3
972,972,210000,0.3
973,973,210000,0.3
974,974,210000,0.3
975,975,210000,0.3
976,976,210000,0.3
977,977,210000,0.3
978,978,210000,0.3
979,979,210000,0.3
980,980,210000,0.3
981,981,210000,0.3
982,982,210000,0.3
983,983,210000,0.3
984,984,210000,0.3
985,985,210000,0.3
986,986,210000,0.3
987,987,210000,0.3
988,988,210000,0.3
989,989,210000,0.3
990,990,210000,0.3
991,991,210000,0.3
992,992,210000,0.3
993,993,210000,0.3
994,994,210000,0.3
995,995,210000,0.3
996,996,210000,0.3
997,997,210000,0.3
998,998,210000,0.3
999,999,210000,0.3
1000,1000,210000,0.3
1001,1001,210000,0.3
1002,1002,210000,0.3
1003,1003,210000,0.3
1004,1004,210000,0.3
1005,1005,210000,0.3
1006,1006,210000,0.3
1007,1007,210000,0.3
1008,1008,210000,0.3
1009,1009,210000,0.3
1010,1010,210000,0.3
1011,1011,210000,0.3
1012,1012,210000,0.3
1013,1013,210000,0.3
1014,1014,210000,0.3
1015,1015,210000,0.3
1016,1016,210000,0.3
1017,1017,210000,0.3
1018,1018,210000,0.3
1019,1019,210000,0.3
1020,1020,210000,0.3
1021,1021,210000,0.3
1022,1022,210000,0.3
1023,1023,210000,0.3
1024,1024,210000,0.3
1025,1025,210000,0.3
1026,1026,210000,0.3
1027,1027,210000,0.3
1028,1028,210000,0.3
1029,1029,210000,0.3
1030,1030,210000,0.3
1031,1031,210000,0.3
1032,1032,210000,0.3
1033,1033,210000,0.3
1034,1034,210000,0.3
1035,1035,210000,0.3
1036,1036,210000,0.3
1037,1037,210000,0.3
1038,1038,210000,0.3
1039,1039,210000,0.3
1040,1040,210000,0.3
1041,1041,210000,0.3
1042,1042,210000,0.3
1043,1043,210000,0.3
1044,1044,210000,0.3
1045,1045,210000,0.3
1046,1046,210000,0.3
1047,1047,210000,0.3
1048,1048,210000,0.3
1049,1049,210000,0.3
1050,1050,210000,0.3
1051,1051,210000,0.3
1052,1052,210000,0.3
1053,1053,210000,0.3
1054,1054,210000,0.3
1055,1055,210000,0.3
1056,1056,210000,0.3
1057,1057,210000,0.3
1058,1058,210000,0.3
1059,1059,210000,0.3
1060,1060,210000,0.3
1061,1061,210000,0.3
1062,1062,210000,0.3
1063,1063,210000,0.3
1064,1064,210000,0.3
1065,1065,210000,0.3
1066,1066,210000,0.3
1067,1067,210000,0.3
1068,1068,210000,0.3
1069,1069,210000,0.3
1070,1070,210000,0.3
1071,1071,210000,0.3
1072,1072,210000,0.3
1073,1073,210000,0.3
1074,1074,210000,0.3
1075,1075,210000,0.3
1076,1076,210000,0.3
1077,1077,210000,0.3
1078,1078,210000,0.3
1079,1079,210000,0.3
1080,1080,210000,0.3
1081,1081,210000,0.3
1082,1082,210000,0.3
1083,1083,210000,0.3
1084,1084,210000,0.3
1085,1085,210000,0.3
1086,1086,210000,0.3
1087,1087,210000,0.3
1088,1088,210000,0.3
1089,1089,210000,0.3
1090,1090,210000,0.3
1091,1091,210000,0.3
1092,1092,210000,0.3
1093,1093,210000,0.3
1094,1094,210000,0.3
1095,1095,210000,0.3
1096,1096,210000,0.3
1097,1097,210000,0.3
1098,1098,210000,0.3
1099,1099,210000,0.3
1100,1100,210000,0.3
1101,1101,210000,0.3
1102,1102,210000,0.3
1103,1103,210000,0.3
1104,1104,210000,0.3
1105,1105,210000,0.3
1106,1106,210000,0.3
1107,1107,210000,0.3
1108,1108,210000,0.3
1109,1109,210000,0.3
1110,1110,210000,0.3
1111,1111,210000,0.3
1112,1112,210000,0.3
1113,1113,210000,0.3
1114,1114,210000,0.3
1115,1115,210000,0.3
1116,1116,210000,0.3
1117,1117,210000,0.3
1118,1118,210000,0.3
1119,1119,210000,0.3
1120,1120,210000,0.3
1121,1121,210000,0.3
1122,1122,210000,0.3
1123,1123,210000,0.3
1124,1124,210000,0.3
1125,1125,210000,0.3
1126,1126,210000,0.3
1127,1127,210000,0.3
1128,1128,210000,0.3
1129,1129,210000,0.3
1130,1130,210000,0.3
1131,1131,210000,0.3
1132,1132,210000,0.3
1133,1133,210000,0.3
1134,1134,210000,0.3
1135,1135,210000,0.3
1136,1136,210000,0.3
1137,1137,210000,0.3
1138,1138,210000,0.3
1139,1139,210000,0.3
1140,1140,210000,0.3
1141,1141,210000,0.3
1142,1142,210000,0.3
1143,1143,210000,0.3
1144,1144,210000,0.3
1145,1145,210000,0.3
1146,1146,210000,0.3
1147,1147,210000,0.3
1148,1148,210000,0.3
1149,1149,210000,0.3
1150,1150,210000,0.3
1151,1151,210000,0.3
1152,1152,210000,0.3
1153,1153,210000,0.3
1154,1154,210000,0.3
1155,1155,210000,0.3
1156,1156,210000,0.3
1157,1157,210000,0.3
1158,1158,210000,0.3
1159,1159,210000,0.3
1160,1160,210000,0.3
1161,1161,210000,0.3
1162,1162,210000,0.3
1163,1163,210000,0.3
1164,1164,210000,0.3
1165,1165,210000,0.3
1166,1166,210000,0.3
1167,1167,210000,0.3
1168,1168,210000,0.3
1169,1169,210000,0.3
1170,1170,210000,0.3
1171,1171,210000,0.3
1172,1172,210000,0.3
1173,1173,210000,0.3
1174,1174,210000,0.3
1175,1175,210000,0.3
1176,1176,210000,0.3
1177,1177,210000,0.3
1178,1178,210000,0.3
1179,1179,210000,0.3
1180,1180,210000,0.3
1181,1181,210000,0.3
1182,1182,210000,0.3
1183,1183,210000,0.3
1184,1184,210000,0.3
1185,1185,210000,0.3
1186,1186,210000,0.3
1187,1187,210000,0.3
1188,1188,210000,0.3
1189,1189,210000,0.3
1190,1190,210000,0.3
1191,1191,210000,0.3
1192,1192,210000,0.3
1193,1193,210000,0.3
1194,1194,210000,0.3
1195,1195,210000,0.3
1196,1196,210000,0.3
1197,1197,210000,0.3
1198,1198,210000,0.3
1199,1199,210000,0.3
1200,1200,210000,0.3
1201,1201,210000,0.3
1202,1202,210000,0.3
1203,1203,210000,0.3
1204,1204,210000,0.3
1205,1205,210000,0.3
1206,1206,210000,0.3
1207,1207,210000,0.3
1208,1208,210000,0.3
1209,1209,210000,0.3
1210,1210,210000,0.3
1211,1211,210000,0.3
1212,1212,210000,0.3
1213,1213,210000,0.3
1214,1214,210000,0.3
1215,1215,210000,0.3
1216,1216,210000,0.3
1217,1217,210000,0.3
1218,1218,210000,0.3
1219,1219,210000,0.3
1220,1220,210000,0.3
1221,1221,210000,0.3
1222,1222,210000,0.3
1223,1223,210000,0.3
1224,1224,210000,0.3
1225,1225,210000,0.3
1226,1226,210000,0.3
1227,1227,210000,0.3
